,companyName,auxiliaryName,businessIdentityCode,registerNumberInHomeState,address,address2,businessAddress,locationOfHeadOffice,zipCode,city,homeState,telephone,telefax,wwwAddress,groups,personsInCharge,supervisorsInFSA,authorisationsAndOtherOperationGrounds,providedServices,funds,principalOfAnAgent,servicesDescription,dateOfRegistration,reprimands,businessZipCode,businessCity,tiedAgents
422,Line Carrier Oy,,2190457-8,,,,,,,,,,,,"[{'groupNumber': 4951, 'groupName': 'Removed from the register'}]",[],[],[],[],[],[],,,,,,[]
423,Linnavuoren Sairauskassa,,0432515-2,,Linnavuorentie 8-10,,,,37240,LINNAVUORI,Finland,+358 40 357 8408,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
424,Liperin Osuuspankki,,0169561-7,,Keskustie 3,,,,83100,LIPERI,Finland,010 257 8903,010 257 8999,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
425,Little Buck Oy,,2854359-2,,Rykmentintie 43 As. 18,,,,20880,TURKU,Finland,044 331 7669,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
426,"Lloyd's Insurance Company SA/NV, branch in Finland",,2946023-8,,Eteläesplanadi 14,,,,00131,Helsinki,Finland,,,,"[{'groupNumber': 3350, 'groupName': ""Foreign insurance companies' representative offices in Finland (from EEA countries)""}]",[],[],[],[],[],[],,,,,,[]
427,LLV Fund Management Ltd,,2989717-3,,Pursimiehenkatu 26 C,,,,00150,Helsinki,Finland,,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Lifeline Ventures Fund IV Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
428,LocalBitcoins Oy,,2855415-2,,Porkkalankatu 24,,,,00180,Helsinki,,,,,"[{'groupNumber': 4971, 'groupName': 'Virtual currency providers'}]","[{'title': 'Board member', 'name': 'Nikolaus Petteri Kangas'}, {'title': 'Chairman of the Board', 'name': 'Jukka Jeremias Kangas'}, {'title': 'CEO', 'name': 'Sebastian Pasi Gabriel Sonntag'}, {'title': 'Board member', 'name': 'Martin Reinhold Petersson von Willebrand'}]","[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[],"[{'serviceName': 'A virtual currency exchange service'}, {'serviceName': 'A wallet provider'}]",[],[],,2019-10-31T00:00:00,,,,[]
429,LocalTapiola Alternative Investment Funds Ltd,,1617205-0,,Revontulenkuja 1,,,,02010,LÄHITAPIOLA,Finland,,,,"[{'groupNumber': 4937, 'groupName': 'Authorised Alternative Investment Fund Managers'}]",[],"[{'name': 'Harri Hirvi', 'telephoneNumber': '+358 9 183 5284', 'role': ' (principal)'}, {'name': 'Olivia Yli-Pelkonen', 'telephoneNumber': '+358 9 183 5561', 'role': ''}, {'name': 'Eemeli Väyrynen', 'telephoneNumber': '+358 9 183 5204', 'role': ''}]","[{'authorisationName': 'Alternative Investment Fund Management - Real estate strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Funds of funds strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Other strategy'}]",[],"[{'fundName': 'LähiTapiola Asuntorahasto Prime Feeder Oy', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Asuntorahasto Prime Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Asuntosijoitus Suomi Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Asuntosijoitus Suomi Feeder Oy', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Asuntosijoitus Suomi Feeder II Oy', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Asuntosijoitus Suomi Feeder III Oy', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola AIF High Yield', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola AIF Pitkäkorko', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola AIF Yrityslaina', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola AIF Eurooppa', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola AIF USA', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola Sijoituskiinteistöt', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'LähiTapiola Yhteiskuntakiinteistöt Suomi Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Velkasijoitus II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Pääomasijoitus IV Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Velkasijoitus II Feeder Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Pääomasijoitus IV Feeder Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'LähiTapiola Keskustakiinteistöt Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola Korkotähdet', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola Tähtivarainhoito 25', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola Tähtivarainhoito 50', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola Tähtivarainhoito 75', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto LähiTapiola Osaketähdet', 'fundType': 'Suomalainen erikoissijoitusrahasto'}]",[],,,,,,[]
430,LocalTapiola Asset Management Ltd,,1604393-7,,c/o Tapiola-Yhtiöt,,,,02010,LÄHITAPIOLA,Finland,09 453 3644,09 453 3646,http://www.lahitapiola.fi/rahastot,"[{'groupNumber': 2400, 'groupName': 'Investment firms'}]",[],"[{'name': 'Harri Hirvi', 'telephoneNumber': '+358 9 183 5284', 'role': ' (principal)'}, {'name': 'Olivia Yli-Pelkonen', 'telephoneNumber': '+358 9 183 5561', 'role': ''}, {'name': 'Eemeli Väyrynen', 'telephoneNumber': '+358 9 183 5204', 'role': ''}]","[{'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Foreign exchange services related to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}, {'authorisationName': 'Other services related to investment services'}]",[],[],[],,,,,,"[{'investmentFirmName': 'LähiTapiola Varainhoito Oy', 'tiedAgentName': 'LähiTapiola Keskinäinen Henkivakuutusyhtiö', 'tiedAgentIdentityCode': '0201319-8', 'streetAddress': 'Revontulenkuja 1', 'zipCode': '02010', 'city': 'Espoo', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}, {'investmentFirmName': 'LähiTapiola Varainhoito Oy', 'tiedAgentName': 'LähiTapiola Palvelut Oy', 'tiedAgentIdentityCode': '0869790-6', 'streetAddress': 'Revontulenkuja 1', 'zipCode': '02010', 'city': 'Espoo', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}]"
431,LocalTapiola General Mutual Insurance Company,,0211034-2,,,,,,02010,LÄHITAPIOLA,Finland,(09) 4531,(09) 453 2146,http://www.lahitapiola.fi,"[{'groupNumber': 1420, 'groupName': 'Holding companies of financial and insurance conglomerates'}, {'groupNumber': 3210, 'groupName': 'Non-life insurance companies'}]",[],"[{'name': 'Ilkka Nummelin', 'telephoneNumber': '+358 9 183 5067', 'role': ''}]","[{'authorisationName': ""Statutory workers' compensation""}, {'authorisationName': 'Health'}, {'authorisationName': 'Land vehicles'}, {'authorisationName': 'Railway rolling stock'}, {'authorisationName': 'Aircraft'}, {'authorisationName': 'Ships'}, {'authorisationName': 'Goods in transit'}, {'authorisationName': 'Fire and natural forces'}, {'authorisationName': 'Other damage to property'}, {'authorisationName': 'Motor vehicle liability'}, {'authorisationName': 'Aircraft liability'}, {'authorisationName': 'Liability for ships'}, {'authorisationName': 'General liability'}, {'authorisationName': 'Credit'}, {'authorisationName': 'Suretyship'}, {'authorisationName': 'Miscellaneous finalcial loss'}, {'authorisationName': 'Legal expenses'}, {'authorisationName': 'Reinsurance'}, {'authorisationName': 'Decision of the conglomerates holding company'}, {'authorisationName': 'Accident'}]",[],[],[],,,,,,[]
432,LocalTapiola Mutual Life Insurance Company,,0201319-8,,,,,,02010,LÄHITAPIOLA,Finland,,,http://www.lahitapiola.fi,"[{'groupNumber': 3100, 'groupName': 'Life assurance'}]",[],"[{'name': 'Ilkka Nummelin', 'telephoneNumber': '+358 9 183 5067', 'role': ''}]","[{'authorisationName': 'Health'}, {'authorisationName': 'Reinsurance'}, {'authorisationName': 'Unit-linked insurance'}, {'authorisationName': 'Capital redemption operations'}, {'authorisationName': 'Accident'}]",[],[],[],,,,,,[]
433,Loimaan Seudun Osuuspankki,,2042506-5,,Väinämöisenkatu 6,,,,32200,LOIMAA,Finland,010 257 3202,010 257 3240,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
434,Lokalahden Osuuspankki,,0134999-2,,Erkontie 16,,,,23450,LOKALAHTI,Finland,010 255 5401,010 255 5450,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
435,LokalTapiola Sydkusten Ömsesidigt Försäkringsbolag,,0135987-5,,Strandvägen 2 A,,,,21600,PARGAS,Finland,040 846 6500,,http://www.lahitapiola.fi,"[{'groupNumber': 3210, 'groupName': 'Non-life insurance companies'}]",[],"[{'name': 'Tony Airio', 'telephoneNumber': '+358 9 183 5256', 'role': ''}]","[{'authorisationName': 'Health'}, {'authorisationName': 'Land vehicles'}, {'authorisationName': 'Railway rolling stock'}, {'authorisationName': 'Aircraft'}, {'authorisationName': 'Ships'}, {'authorisationName': 'Goods in transit'}, {'authorisationName': 'Fire and natural forces'}, {'authorisationName': 'Other damage to property'}, {'authorisationName': 'Motor vehicle liability'}, {'authorisationName': 'Aircraft liability'}, {'authorisationName': 'Liability for ships'}, {'authorisationName': 'Credit'}, {'authorisationName': 'Suretyship'}, {'authorisationName': 'Miscellaneous finalcial loss'}, {'authorisationName': 'Legal expenses'}]",[],[],[],,,,,,[]
436,Lokomon Sairauskassa,,0218244-2,,PL 306,,,,33101,TAMPERE,Finland,050 317 3884,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
437,Lounaismaan Osuuspankki,,2205851-0,,PL 46,,,,24101,SALO,Finland,010 255 1372,010 256 1390,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
438,Lounaisrannikon Osuuspankki,,1602720-8,,PL 19,,,,23500,UUSIKAUPUNKI,Finland,010 253 9801,010 253 9898,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
439,Lounais-Suomen Osuuspankki,,0136160-9,,PL 2,,,,21530,PAIMIO,Finland,010 257 6113,010 257 6101,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
440,Lounea Palvelut Oy,,2678132-7,,Tehdaskatu 6,,,,24100,Salo,Finland,,,,"[{'groupNumber': 4949, 'groupName': 'Entity providing payment services within a limited network'}]",[],[],[],[],[],[],"Yhtiö välittää puhelinliittymäasiakkailleen eri teleoperaattorien tuottamia televerkon palvelunumeropalveluita. Yhtiön ääniperusteisten palvelujen ostamista varten välittämät maksutapahtumat ovat Maksulaitoslain 297/2010 määrittämän teleyrityspoikkeuksen mukaisia tietoyhteiskuntakaaressa (917/2014) tarkoitetun teleyrityksen viestintäpalvelun käyttöön perustuvan laskutuksensa yhteydessä käyttäjältä perimiä enintään 50 euron määräisiä maksutapahtumia, joiden yhteenlaskettu määrä on enintään 300 euroa kuukaudessa käyttäjää kohden.",,,,,[]
441,LPOnet Osk Anl,,0129056-4,,Linnunrata 6,,,,07800,Loviisa,Finland,,,,"[{'groupNumber': 4949, 'groupName': 'Entity providing payment services within a limited network'}]",[],[],[],[],[],[],"Yhtiö välittää puhelinliittymäasiakkailleen eri teleoperaattorien tuottamia televerkon palvelunumeropalveluita. Yhtiön ääniperusteisten palvelujen ostamista varten välittämät maksutapahtumat ovat Maksulaitoslain 297/2010 määrittämän teleyrityspoikkeuksen mukaisia tietoyhteiskuntakaaressa (917/2014) tarkoitetun teleyrityksen viestintäpalvelun käyttöön perustuvan laskutuksensa yhteydessä käyttäjältä perimiä enintään 50 euron määräisiä maksutapahtumia, joiden yhteenlaskettu määrä on enintään 300 euroa kuukaudessa käyttäjää kohden.",,,,,[]
442,Luhangan Osuuspankki,,0176590-2,,Tammijärventie 262,,,,19910,TAMMIJÄRVI,Finland,010 254 3001,010 254 3099,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
443,Lundqvist - rederiernas pensionsstiftelse,,0145062-8,,N Esplanadgatan 9 B,,,,22100,MARIEHAMN,Finland,(018) 260 50,,anders.wallenius@lundqvist.aland.fi,"[{'groupNumber': 3420, 'groupName': 'Company pension funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Company pension fund is registered'}],[],[],[],,,,,,[]
444,Luopioisten Osuuspankki,,0150961-8,,Keskitie 15,,,,36760,LUOPIOINEN,Finland,(03) 469 9100,(03) 469 9127,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
445,Luotsi Capital Oy,,2857068-9,,c/o Sentica Partners Oy,Kasarmikatu 21 B,,,00130,Helsinki,Finland,0207 529 610,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Luotsi Asuntorahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Luotsi Asuntorahasto Feeder 1 Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,2018-11-27T00:00:00,,,,[]
446,Luumäen Osuuspankki,,0162624-0,,PL 4,,,,54501,TAAVETTI,Finland,010 254 1302,010 254 1333,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
447,LVS Brokers Oy,,2521965-8,,,,,,,,Finland,,,,"[{'groupNumber': 4948, 'groupName': 'Mortgage credit intermediaries'}]","[{'title': 'Board member', 'name': 'Lauri Mikael Sommarberg'}, {'title': 'CEO', 'name': 'Jarkko Erkki Tapio Forsberg'}, {'title': 'Chairman of the Board', 'name': 'Teemu Juhani Jokinen'}, {'title': 'Board member', 'name': 'Lauri Tapio Mäenpää'}]","[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}]",[{'authorisationName': 'Mortgage credit intermediation'}],[],[],[],,2020-06-18T00:00:00,,,,[]
448,Lypsyniemen sairauskassa,,0429634-7,,Vipusenkatu 12,,,,57200,SAVONLINNA,Finland,044 745 3539,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
449,Lystimäen Oy,,2459324-2,,Vehkosuontie 85,,,,14500,IITTALA,Finland,040 747 6533,,www.riskconsult.fi,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
450,Lyyti Oy,,2117752-6,,Yliopistonkatu 29 B,,,,20100,TURKU,Finland,0248091191,,,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5b) Acquiring of payment transactions'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
451,Maaningan Osuuspankki,,0172300-8,,Maaningantie 31,,,,71750,MAANINKA,Finland,(017) 288 8000,(017) 288 8001,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
452,Maataloustuottajain eläkesäätiö,,0200009-8,,PL 510,,,,00101,HELSINKI,Finland,020 413 2325,,,"[{'groupNumber': 3420, 'groupName': 'Company pension funds'}]",[],"[{'name': 'Santeri Palojärvi', 'telephoneNumber': '+358 9 183 5572', 'role': ''}]",[{'authorisationName': 'Company pension fund is registered'}],[],[],[],,,,,,[]
453,Maatalousyrittäjien eläkelaitos,,0101319-6,,PL 16,,,,02101,ESPOO,Finland,020 630 0500,020 630 0426,http://www.mela.fi,"[{'groupNumber': 3440, 'groupName': 'Pension institutions established by law'}]",[],"[{'name': 'Jani Nokua', 'telephoneNumber': '+358 9 183 5540', 'role': ''}]","[{'authorisationName': ""The operation of Farmers' Pension Institute is based on law""}]",[],[],[],,,,,,[]
454,MAKI Ventures Ltd.,,2836971-5,,Lapinlahdenkatu 16,,,,00180,HELSINKI,Finland,,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'MAKI.VC FUND I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'MAKI.VC Fund II Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,2017-07-17T00:00:00,,,,[]
455,Maksuturva Group Ab Filial Sverige,,,,S:t Eriksgatan 113 2 tr,,,,113 43,STOCKHOLM,Sweden,,,,"[{'groupNumber': 4970, 'groupName': 'Foreign branches of Finnish payment institutions'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': ''}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
456,Mandatum Life Insurance Company Limited,,0641130-2,,PL 627,,,,00101,HELSINKI,Finland,010 515 225,,http://www.mandatumlife.fi,"[{'groupNumber': 3100, 'groupName': 'Life assurance'}]",[],"[{'name': 'Juhana Virkkunen', 'telephoneNumber': '+358 9 183 5523', 'role': ''}]","[{'authorisationName': 'Health'}, {'authorisationName': 'Reinsurance'}, {'authorisationName': 'Life assurance'}, {'authorisationName': 'Unit-linked insurance'}, {'authorisationName': 'Capital redemption operations'}, {'authorisationName': 'Accident'}]",[],[],[],,,,,,[]
457,Mandatum Life Investment Services Ltd,,2608438-8,,c/o Mandatum Henkivakuutus Oy,PL 627,,,00101,HELSINKI,Finland,,,,"[{'groupNumber': 2400, 'groupName': 'Investment firms'}]",[],"[{'name': 'Harri Hirvi', 'telephoneNumber': '+358 9 183 5284', 'role': ' (principal)'}, {'name': 'Olivia Yli-Pelkonen', 'telephoneNumber': '+358 9 183 5561', 'role': ''}]","[{'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Execution of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Foreign exchange services related to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}, {'authorisationName': 'Other services related to investment services'}]",[],[],[],,,,,,[]
458,Mäntän pumpputehtaan sairauskassa,,0726503-6,,Porakatu 6,,,,35800,MÄNTTÄ,Finland,0400 756 664,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
459,Mäntän tehtaiden sairauskassa,,0276806-4,,PL 12,,,,35801,MÄNTTÄ,Finland,(03) 474 7478,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
460,Mäntsälän Osuuspankki,,0129252-7,,Keskuskatu 6,,,,04600,MÄNTSÄLÄ,Finland,010 256 2201,010 256 2209,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
